Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student219,Roll219,8.59853159618886,"Array, Sorting Algorithms, Tree Algorithms, Backtracking, Recursion, Graph Algorithms, Greedy Algorithms, Stacks and Queues, Bit Manipulation, Searching Algorithms, Dynamic Programming","Graph Theory, Discrete Mathematics, Statistics, Mathematics, Numerical Analysis, Complexity Analysis, Set Theory, Linear Algebra","C#, Rust",0,0,6,47
Student220,Roll220,9.396893641976712,"String Algorithms, Recursion, Divide and Conquer, Dynamic Programming, Bit Manipulation, Greedy Algorithms, Linked List, Array, Searching Algorithms, Backtracking, Stacks and Queues, Graph Algorithms, Hashing, Sorting Algorithms","Logic, Data Structures, Discrete Mathematics, Probability","Kotlin, Ruby, C#",1,4,5,100
Student221,Roll221,8.630451569201373,"Sorting Algorithms, Linked List","Set Theory, Differential Equations, Mathematics, Numerical Analysis, Algorithms, Number Theory","C#, PHP, Java, JavaScript, Kotlin",0,0,5,53
Student222,Roll222,8.273234413341886,"Tree Algorithms, Stacks and Queues, Divide and Conquer, Graph Algorithms, Bit Manipulation, Greedy Algorithms, Backtracking, String Algorithms","Differential Equations, Statistics, Data Structures, Set Theory, Calculus, Graph Theory, Numerical Analysis, Probability, Logic",Kotlin,1,3,8,71
Student223,Roll223,6.37469907131237,"String Algorithms, Recursion, Tree Algorithms, Dynamic Programming","Linear Algebra, Number Theory, Algorithms, Logic, Numerical Analysis, Statistics, Set Theory, Mathematics, Probability, Differential Equations, Complexity Analysis, Data Structures, Discrete Mathematics, Calculus, Graph Theory","Java, Swift",1,2,4,27
Student224,Roll224,7.4708632122377345,"Tree Algorithms, Sorting Algorithms, String Algorithms, Hashing, Recursion, Array, Stacks and Queues, Greedy Algorithms, Graph Algorithms, Backtracking, Divide and Conquer, Linked List, Dynamic Programming, Bit Manipulation, Searching Algorithms","Data Structures, Mathematics, Statistics, Logic, Probability, Number Theory, Numerical Analysis, Graph Theory, Differential Equations, Complexity Analysis","Go, Python, Java, Rust, TypeScript",0,3,1,66
Student225,Roll225,7.060809470726902,"Recursion, Graph Algorithms","Number Theory, Linear Algebra, Complexity Analysis","Go, C++",0,3,7,69
Student226,Roll226,6.975958573516334,"Divide and Conquer, Searching Algorithms","Statistics, Algorithms, Calculus, Complexity Analysis, Set Theory, Number Theory, Logic, Mathematics, Data Structures, Numerical Analysis, Linear Algebra, Probability","Go, C++, JavaScript",1,1,2,78
Student227,Roll227,9.892042219009783,"Tree Algorithms, Bit Manipulation, Divide and Conquer","Logic, Probability, Algorithms, Discrete Mathematics, Statistics, Mathematics, Graph Theory, Data Structures, Numerical Analysis, Complexity Analysis","TypeScript, Swift, C#, C++, Ruby",0,2,8,96
Student228,Roll228,7.572390898667042,"Divide and Conquer, Greedy Algorithms, Graph Algorithms, Dynamic Programming, Sorting Algorithms, Bit Manipulation, Tree Algorithms, Recursion, Backtracking",Number Theory,"Go, JavaScript, C#, Rust",0,2,4,22
Student229,Roll229,9.568186220708453,"Bit Manipulation, String Algorithms","Complexity Analysis, Linear Algebra, Set Theory","Java, TypeScript",0,2,0,46
Student230,Roll230,8.524554503989052,"Bit Manipulation, Array","Algorithms, Number Theory, Mathematics, Set Theory, Numerical Analysis, Linear Algebra, Statistics, Data Structures, Complexity Analysis, Discrete Mathematics, Graph Theory, Calculus, Logic, Differential Equations","Ruby, Kotlin, C#, JavaScript",1,4,3,100
Student231,Roll231,9.179245214166594,"Dynamic Programming, Divide and Conquer, Bit Manipulation, Backtracking, Greedy Algorithms, String Algorithms, Tree Algorithms","Set Theory, Discrete Mathematics, Graph Theory, Mathematics, Statistics","Kotlin, Python, Go, Swift",1,0,8,53
Student232,Roll232,8.010548372420768,"Recursion, Divide and Conquer, Backtracking, Greedy Algorithms, Hashing","Discrete Mathematics, Probability, Differential Equations, Numerical Analysis, Statistics","PHP, Swift",0,4,0,25
Student233,Roll233,8.307615538505436,"Array, Graph Algorithms, Sorting Algorithms, Linked List, Bit Manipulation, Hashing, Divide and Conquer, Stacks and Queues, Recursion, Greedy Algorithms","Data Structures, Mathematics, Graph Theory","C#, Rust, TypeScript, Java",1,2,7,100
Student234,Roll234,7.970070775275456,Dynamic Programming,"Logic, Linear Algebra, Algorithms, Probability, Discrete Mathematics, Mathematics, Set Theory, Calculus, Data Structures, Statistics, Numerical Analysis, Differential Equations, Graph Theory, Complexity Analysis, Number Theory","JavaScript, C#",1,1,7,59
Student235,Roll235,6.780971951192178,"Sorting Algorithms, Dynamic Programming, Greedy Algorithms, Recursion, Divide and Conquer, Bit Manipulation","Complexity Analysis, Probability","Rust, PHP, Java",0,3,8,100
Student236,Roll236,8.889808461046021,"Bit Manipulation, Graph Algorithms, Linked List, Backtracking, Divide and Conquer, Hashing, Searching Algorithms, Sorting Algorithms, Tree Algorithms, Greedy Algorithms, Stacks and Queues, Array, String Algorithms","Linear Algebra, Differential Equations, Calculus, Algorithms, Discrete Mathematics, Number Theory, Numerical Analysis, Logic, Data Structures, Set Theory, Probability","C++, JavaScript, Swift, Kotlin, Rust",0,3,8,71
Student237,Roll237,7.123089449763423,"Hashing, Tree Algorithms, Searching Algorithms, Greedy Algorithms, String Algorithms, Stacks and Queues","Probability, Mathematics, Graph Theory, Data Structures, Complexity Analysis, Algorithms, Set Theory, Numerical Analysis, Number Theory, Linear Algebra, Differential Equations","Python, C#, C++",0,4,5,60
Student238,Roll238,6.097263865725815,"Tree Algorithms, Sorting Algorithms, Dynamic Programming, Stacks and Queues, Backtracking, Bit Manipulation, Array","Algorithms, Mathematics, Set Theory",Python,1,4,4,41
Student239,Roll239,8.581889183628672,"String Algorithms, Recursion, Greedy Algorithms, Dynamic Programming, Searching Algorithms, Tree Algorithms, Linked List, Stacks and Queues","Numerical Analysis, Data Structures, Logic, Mathematics, Number Theory, Set Theory, Linear Algebra, Graph Theory, Statistics, Calculus, Complexity Analysis, Algorithms","Java, Go, C++, TypeScript, PHP",1,1,6,91
Student240,Roll240,6.708442717628196,"Searching Algorithms, Dynamic Programming, Hashing, Bit Manipulation, Divide and Conquer, Graph Algorithms, Linked List, Sorting Algorithms, Tree Algorithms, Recursion, Array, Backtracking, Greedy Algorithms","Logic, Graph Theory, Set Theory, Data Structures, Probability, Discrete Mathematics, Differential Equations, Number Theory, Statistics, Algorithms, Calculus, Numerical Analysis, Mathematics, Complexity Analysis, Linear Algebra","C#, Python, Rust, C++",0,3,8,46
Student241,Roll241,9.761834337411656,Greedy Algorithms,"Differential Equations, Probability, Discrete Mathematics, Calculus, Numerical Analysis, Algorithms, Set Theory, Statistics, Graph Theory",PHP,1,4,4,58
Student242,Roll242,9.81571430801035,"String Algorithms, Sorting Algorithms, Dynamic Programming, Linked List, Tree Algorithms, Greedy Algorithms, Divide and Conquer, Bit Manipulation","Complexity Analysis, Algorithms, Number Theory, Calculus, Set Theory, Statistics, Logic, Differential Equations, Probability, Discrete Mathematics, Mathematics","Swift, C#, Ruby",1,0,2,92
Student243,Roll243,9.659457560881794,"Bit Manipulation, String Algorithms, Array, Backtracking, Dynamic Programming, Hashing, Divide and Conquer, Recursion, Sorting Algorithms","Algorithms, Graph Theory, Data Structures, Statistics, Discrete Mathematics, Linear Algebra",C++,1,4,8,61
Student244,Roll244,7.480634801021777,"Recursion, Graph Algorithms, Linked List, String Algorithms","Logic, Discrete Mathematics, Calculus, Number Theory, Mathematics, Numerical Analysis, Complexity Analysis, Algorithms, Probability, Data Structures, Linear Algebra, Set Theory, Differential Equations, Statistics, Graph Theory","Java, Python, TypeScript, Go",0,4,9,100
Student245,Roll245,6.06182646611547,"Array, Sorting Algorithms, Backtracking, Tree Algorithms, Searching Algorithms, Bit Manipulation, Dynamic Programming, Linked List, String Algorithms, Greedy Algorithms","Mathematics, Probability, Number Theory, Set Theory","Rust, JavaScript, TypeScript",1,2,0,100
Student246,Roll246,9.713274250350901,"Graph Algorithms, Backtracking, Hashing, Greedy Algorithms, Dynamic Programming, Stacks and Queues, String Algorithms, Tree Algorithms, Bit Manipulation, Searching Algorithms, Array, Sorting Algorithms, Recursion, Divide and Conquer, Linked List","Differential Equations, Number Theory, Graph Theory, Statistics, Discrete Mathematics, Complexity Analysis, Linear Algebra, Calculus, Numerical Analysis, Data Structures, Mathematics, Logic, Algorithms, Set Theory, Probability","PHP, Ruby, Go, Kotlin",1,0,0,100
Student247,Roll247,7.712736593269257,"Bit Manipulation, Sorting Algorithms, Hashing, Recursion, Greedy Algorithms, Linked List, Searching Algorithms, Divide and Conquer, Graph Algorithms, Array","Calculus, Set Theory","TypeScript, Java",0,0,9,34
Student248,Roll248,9.866619276174678,"Searching Algorithms, Greedy Algorithms, Stacks and Queues, Linked List, Recursion, Dynamic Programming, Sorting Algorithms, Tree Algorithms, Graph Algorithms","Numerical Analysis, Mathematics, Algorithms, Statistics, Graph Theory, Data Structures, Complexity Analysis","Rust, JavaScript, TypeScript, PHP",1,1,3,80
Student249,Roll249,9.85447990835701,"String Algorithms, Recursion, Dynamic Programming, Sorting Algorithms, Searching Algorithms, Tree Algorithms, Array, Graph Algorithms, Stacks and Queues, Greedy Algorithms, Hashing, Linked List, Divide and Conquer, Bit Manipulation","Calculus, Complexity Analysis, Data Structures, Algorithms, Logic, Number Theory, Graph Theory, Numerical Analysis, Discrete Mathematics, Linear Algebra","Ruby, C#, Python",1,2,1,100
Student250,Roll250,9.41203782186944,"String Algorithms, Greedy Algorithms, Recursion, Tree Algorithms, Hashing, Searching Algorithms, Graph Algorithms, Dynamic Programming, Stacks and Queues, Sorting Algorithms, Divide and Conquer, Array","Numerical Analysis, Discrete Mathematics, Data Structures, Number Theory, Set Theory","Kotlin, JavaScript",0,0,6,100
Student251,Roll251,7.177795568278343,"Backtracking, Greedy Algorithms, String Algorithms, Dynamic Programming, Linked List, Recursion, Bit Manipulation, Sorting Algorithms, Tree Algorithms, Array, Stacks and Queues, Divide and Conquer, Graph Algorithms, Searching Algorithms","Numerical Analysis, Mathematics, Data Structures, Probability, Set Theory, Calculus, Complexity Analysis, Differential Equations, Number Theory, Logic, Discrete Mathematics, Statistics, Algorithms, Linear Algebra","C++, Java",1,2,1,100
Student252,Roll252,7.540390914407701,"Graph Algorithms, Linked List, Array, Backtracking, Searching Algorithms, Recursion, Sorting Algorithms, Stacks and Queues, Greedy Algorithms, Hashing","Logic, Data Structures, Probability, Graph Theory, Calculus, Statistics, Complexity Analysis, Algorithms, Number Theory, Mathematics, Differential Equations, Linear Algebra","JavaScript, PHP, Python",0,2,6,78
Student253,Roll253,9.404546686067427,"Backtracking, Searching Algorithms, String Algorithms, Greedy Algorithms, Divide and Conquer, Sorting Algorithms, Bit Manipulation, Dynamic Programming","Differential Equations, Probability, Calculus, Mathematics","Go, Python, Kotlin, JavaScript, PHP",1,3,7,59
Student254,Roll254,7.26768802062511,"Linked List, Recursion, Searching Algorithms, Dynamic Programming, Tree Algorithms, Array, Graph Algorithms, Bit Manipulation","Probability, Differential Equations, Number Theory, Calculus, Discrete Mathematics","Go, PHP, JavaScript",1,0,7,20
Student255,Roll255,6.67797098674437,"Divide and Conquer, Sorting Algorithms, Searching Algorithms, Array, Hashing, Tree Algorithms, Greedy Algorithms, String Algorithms, Recursion, Graph Algorithms, Backtracking","Linear Algebra, Probability, Logic, Graph Theory, Algorithms, Statistics, Mathematics, Complexity Analysis, Set Theory, Numerical Analysis, Data Structures, Differential Equations","Kotlin, TypeScript, C++, Swift, Rust",0,3,2,100
Student256,Roll256,8.227205049833401,"Backtracking, Dynamic Programming, Searching Algorithms, Array, Sorting Algorithms, String Algorithms, Greedy Algorithms, Bit Manipulation, Stacks and Queues, Recursion, Divide and Conquer","Statistics, Number Theory, Calculus, Mathematics, Linear Algebra, Probability, Numerical Analysis, Data Structures, Algorithms, Complexity Analysis, Graph Theory","PHP, TypeScript, Rust, C++, C#",0,4,8,48
Student257,Roll257,9.744619096643124,"Sorting Algorithms, Greedy Algorithms, String Algorithms, Searching Algorithms, Hashing, Linked List, Dynamic Programming, Array, Stacks and Queues, Divide and Conquer, Bit Manipulation","Number Theory, Logic, Graph Theory, Probability, Numerical Analysis, Statistics, Set Theory, Calculus, Algorithms, Linear Algebra, Complexity Analysis","Swift, Ruby",0,4,9,100
Student258,Roll258,8.784119186699892,"Tree Algorithms, Recursion","Statistics, Numerical Analysis, Data Structures, Number Theory, Calculus, Set Theory, Discrete Mathematics, Differential Equations, Logic","Go, Java, Python",1,3,9,57
Student259,Roll259,8.280244680357459,"Stacks and Queues, Searching Algorithms, Recursion, String Algorithms, Greedy Algorithms, Backtracking, Linked List, Array, Hashing, Dynamic Programming, Sorting Algorithms","Graph Theory, Algorithms, Data Structures, Statistics, Linear Algebra, Logic, Calculus, Discrete Mathematics","Java, Kotlin, Swift, PHP, Python",1,4,9,100
Student260,Roll260,6.388705975083074,"Backtracking, Divide and Conquer, Searching Algorithms, Array, Dynamic Programming, Tree Algorithms, Graph Algorithms, Bit Manipulation, Greedy Algorithms, Recursion, Hashing","Linear Algebra, Data Structures, Logic, Number Theory, Set Theory, Numerical Analysis, Calculus, Mathematics, Discrete Mathematics, Differential Equations, Complexity Analysis, Graph Theory, Statistics, Algorithms, Probability","Go, C#",0,3,5,54
Student261,Roll261,8.46002890679668,"Tree Algorithms, Linked List, Sorting Algorithms, Stacks and Queues, Greedy Algorithms, Dynamic Programming, String Algorithms, Array, Graph Algorithms, Bit Manipulation, Backtracking","Differential Equations, Algorithms, Linear Algebra, Complexity Analysis, Mathematics, Numerical Analysis, Logic","Kotlin, Rust, Python, PHP, Ruby",0,1,3,100
Student262,Roll262,9.960215400417052,"Searching Algorithms, Hashing","Algorithms, Linear Algebra","Rust, Swift, Go, C++",0,2,7,80
Student263,Roll263,6.560336060946096,"Recursion, Stacks and Queues, Searching Algorithms, String Algorithms, Dynamic Programming, Linked List, Divide and Conquer, Array, Tree Algorithms, Sorting Algorithms, Backtracking, Greedy Algorithms, Bit Manipulation, Graph Algorithms","Data Structures, Graph Theory, Linear Algebra, Complexity Analysis, Set Theory, Numerical Analysis, Statistics, Differential Equations, Mathematics","Java, Swift",1,1,3,100
Student264,Roll264,8.073318609454947,"String Algorithms, Searching Algorithms, Graph Algorithms, Tree Algorithms, Stacks and Queues, Array, Divide and Conquer, Sorting Algorithms","Linear Algebra, Graph Theory, Mathematics, Numerical Analysis, Calculus, Algorithms, Data Structures","C#, C++, TypeScript, Java, JavaScript",1,0,3,86
Student265,Roll265,9.509492287711822,"Dynamic Programming, Sorting Algorithms, Hashing, Backtracking, Graph Algorithms, Array, Searching Algorithms, Bit Manipulation, Stacks and Queues, Tree Algorithms, Greedy Algorithms, Divide and Conquer, String Algorithms, Linked List","Differential Equations, Mathematics, Probability, Discrete Mathematics, Graph Theory, Complexity Analysis",TypeScript,0,1,7,65
Student266,Roll266,8.963074471016817,Hashing,"Discrete Mathematics, Data Structures, Number Theory, Statistics, Set Theory, Linear Algebra, Differential Equations, Calculus, Graph Theory, Complexity Analysis, Logic, Mathematics, Probability, Numerical Analysis, Algorithms","C++, Java",1,1,3,73
Student267,Roll267,8.788062963981073,"Tree Algorithms, Array, Greedy Algorithms, Backtracking, Hashing, Searching Algorithms, Dynamic Programming, Divide and Conquer, Stacks and Queues, String Algorithms, Bit Manipulation, Sorting Algorithms, Linked List","Number Theory, Linear Algebra, Numerical Analysis, Set Theory, Logic, Probability, Complexity Analysis, Graph Theory, Data Structures, Differential Equations, Discrete Mathematics, Algorithms, Mathematics, Statistics",Kotlin,1,4,0,100
Student268,Roll268,8.809936335948438,"Stacks and Queues, Array, Dynamic Programming, Sorting Algorithms","Data Structures, Graph Theory, Discrete Mathematics","Go, Java",1,3,5,78
Student269,Roll269,7.437964604879021,"Linked List, Divide and Conquer, Greedy Algorithms, Graph Algorithms, Searching Algorithms, Sorting Algorithms, String Algorithms, Bit Manipulation, Hashing, Backtracking, Tree Algorithms, Recursion","Logic, Algorithms, Complexity Analysis, Statistics, Linear Algebra, Numerical Analysis","JavaScript, Rust, C#",0,0,7,56
Student270,Roll270,7.1743673770579734,"Sorting Algorithms, Bit Manipulation, Searching Algorithms, Stacks and Queues, Array, String Algorithms, Dynamic Programming, Graph Algorithms, Linked List, Greedy Algorithms, Backtracking, Hashing","Calculus, Linear Algebra, Graph Theory, Number Theory, Differential Equations, Algorithms, Statistics, Discrete Mathematics, Set Theory, Complexity Analysis, Numerical Analysis, Data Structures, Logic","Java, C++, TypeScript, C#",1,4,2,100
Student271,Roll271,9.237444621914054,"Graph Algorithms, Stacks and Queues, Recursion, Dynamic Programming, Bit Manipulation, Linked List, Hashing, Array, Sorting Algorithms, Greedy Algorithms, Tree Algorithms, Divide and Conquer, String Algorithms, Searching Algorithms, Backtracking","Linear Algebra, Numerical Analysis, Discrete Mathematics, Logic, Number Theory, Probability, Calculus, Statistics, Differential Equations, Complexity Analysis",Python,0,0,1,100
Student272,Roll272,9.240453578716723,"Tree Algorithms, Linked List, Hashing, Stacks and Queues, Graph Algorithms, Sorting Algorithms, Dynamic Programming, Divide and Conquer, Searching Algorithms, Recursion, Bit Manipulation, String Algorithms","Differential Equations, Probability, Logic, Linear Algebra, Set Theory, Mathematics, Calculus, Graph Theory, Statistics, Complexity Analysis, Discrete Mathematics, Data Structures, Number Theory, Numerical Analysis",Java,0,2,5,68
Student273,Roll273,9.468289274320416,"Stacks and Queues, Tree Algorithms, Backtracking, Array, Greedy Algorithms, Dynamic Programming, Sorting Algorithms, Linked List, Searching Algorithms",Calculus,"Rust, TypeScript, JavaScript",0,3,0,100
Student274,Roll274,9.652962210225885,"Divide and Conquer, String Algorithms, Backtracking, Bit Manipulation, Greedy Algorithms, Linked List, Sorting Algorithms, Dynamic Programming, Searching Algorithms, Graph Algorithms, Hashing, Tree Algorithms, Recursion","Number Theory, Mathematics, Linear Algebra, Data Structures, Graph Theory, Complexity Analysis, Set Theory, Logic, Calculus, Differential Equations, Statistics, Algorithms, Numerical Analysis, Probability, Discrete Mathematics","PHP, TypeScript, Kotlin, C#, Ruby",0,4,4,100
Student275,Roll275,8.045369595443752,"Array, String Algorithms, Bit Manipulation, Recursion, Sorting Algorithms, Backtracking, Searching Algorithms, Dynamic Programming, Graph Algorithms","Logic, Linear Algebra, Differential Equations, Discrete Mathematics, Numerical Analysis, Statistics, Set Theory, Complexity Analysis","Rust, Ruby",0,1,5,65
Student276,Roll276,8.006065178748798,"Bit Manipulation, Tree Algorithms, Backtracking, Array, Dynamic Programming, Stacks and Queues, Linked List, Sorting Algorithms, Graph Algorithms, Divide and Conquer, Searching Algorithms, Recursion, String Algorithms","Data Structures, Graph Theory, Algorithms, Complexity Analysis, Probability, Linear Algebra, Statistics, Numerical Analysis, Number Theory, Discrete Mathematics, Differential Equations, Set Theory, Logic",JavaScript,0,2,7,45
Student277,Roll277,9.1931807158671,"Sorting Algorithms, Graph Algorithms, Backtracking, Array, Linked List, Hashing, Greedy Algorithms, String Algorithms, Stacks and Queues, Recursion, Bit Manipulation, Searching Algorithms, Dynamic Programming","Linear Algebra, Graph Theory, Statistics, Algorithms, Complexity Analysis, Mathematics, Calculus, Differential Equations, Numerical Analysis, Number Theory, Probability, Logic, Data Structures, Set Theory","Rust, JavaScript",1,1,6,100
Student278,Roll278,8.59985572311106,"Backtracking, Graph Algorithms, Divide and Conquer, Searching Algorithms, String Algorithms, Tree Algorithms, Greedy Algorithms, Linked List, Bit Manipulation, Hashing","Differential Equations, Number Theory, Graph Theory, Mathematics, Probability, Algorithms, Complexity Analysis, Logic, Calculus, Data Structures, Linear Algebra, Discrete Mathematics, Set Theory, Numerical Analysis","Swift, Go, PHP, C++, JavaScript",0,0,5,55
Student279,Roll279,8.807867509030814,"Hashing, Sorting Algorithms",Statistics,"Swift, C#, Rust, Java",1,2,1,100
Student280,Roll280,9.183170677744403,"Linked List, Hashing, Searching Algorithms, Dynamic Programming, Graph Algorithms, Recursion","Logic, Graph Theory, Mathematics, Number Theory, Discrete Mathematics, Algorithms, Numerical Analysis","PHP, Ruby, Kotlin, TypeScript, JavaScript",1,4,7,100
Student281,Roll281,9.560021367270265,"Sorting Algorithms, Stacks and Queues, Graph Algorithms, Greedy Algorithms","Differential Equations, Probability, Statistics, Graph Theory, Numerical Analysis, Complexity Analysis, Linear Algebra, Set Theory, Calculus",Swift,1,1,7,68
Student282,Roll282,7.351980627406143,"Tree Algorithms, String Algorithms","Calculus, Logic, Differential Equations, Statistics, Set Theory, Mathematics, Data Structures, Linear Algebra, Probability, Numerical Analysis, Number Theory, Discrete Mathematics","Java, Ruby, JavaScript, Go, Rust",1,1,4,60
Student283,Roll283,7.502331810559776,"Dynamic Programming, Graph Algorithms, Stacks and Queues","Discrete Mathematics, Logic, Statistics, Numerical Analysis, Graph Theory, Probability, Number Theory, Differential Equations, Calculus, Mathematics, Set Theory, Data Structures, Linear Algebra","Swift, TypeScript, Go, Rust, C#",0,0,2,100
Student284,Roll284,6.375927759363476,"String Algorithms, Stacks and Queues, Dynamic Programming","Data Structures, Number Theory, Mathematics, Linear Algebra, Probability, Statistics, Differential Equations, Set Theory, Discrete Mathematics, Algorithms, Numerical Analysis","TypeScript, Rust, Ruby, Swift",1,0,7,81
Student285,Roll285,8.313120563984697,"Recursion, Divide and Conquer, Searching Algorithms, Dynamic Programming, Bit Manipulation, Tree Algorithms, String Algorithms, Backtracking, Sorting Algorithms, Stacks and Queues, Greedy Algorithms, Graph Algorithms","Probability, Data Structures, Statistics, Number Theory, Linear Algebra, Discrete Mathematics, Graph Theory, Complexity Analysis, Set Theory","JavaScript, C++",0,3,4,79
Student286,Roll286,6.143769095186968,Divide and Conquer,"Data Structures, Number Theory, Complexity Analysis, Numerical Analysis, Discrete Mathematics, Mathematics, Calculus, Graph Theory, Statistics, Set Theory, Logic, Algorithms, Differential Equations","Swift, C++, Java",0,3,2,81
Student287,Roll287,7.862392072529841,"Searching Algorithms, Graph Algorithms, Tree Algorithms, Hashing, Recursion, Dynamic Programming, String Algorithms, Stacks and Queues","Mathematics, Linear Algebra, Data Structures, Logic, Graph Theory, Probability, Complexity Analysis, Algorithms, Set Theory, Number Theory, Statistics, Discrete Mathematics",Swift,1,0,8,63
Student288,Roll288,8.170578538830306,"Dynamic Programming, Stacks and Queues, Tree Algorithms, Array, Linked List, Hashing, Backtracking, Graph Algorithms, Sorting Algorithms, Divide and Conquer, String Algorithms","Graph Theory, Number Theory, Complexity Analysis, Linear Algebra, Statistics, Set Theory, Differential Equations, Numerical Analysis",C#,0,3,8,25
Student289,Roll289,7.146165008513138,"Bit Manipulation, Hashing, Sorting Algorithms, Linked List, Searching Algorithms, Dynamic Programming, Divide and Conquer, String Algorithms",Complexity Analysis,"Java, Ruby, C++, C#",1,1,6,59
Student290,Roll290,8.363333042276043,"Graph Algorithms, Tree Algorithms","Graph Theory, Mathematics, Discrete Mathematics, Calculus, Data Structures, Linear Algebra, Set Theory, Logic, Probability, Number Theory, Differential Equations, Statistics, Algorithms, Numerical Analysis","Python, Go, PHP",0,0,7,100
Student291,Roll291,6.122000999756198,"String Algorithms, Graph Algorithms, Greedy Algorithms, Sorting Algorithms, Linked List, Bit Manipulation, Recursion, Backtracking, Divide and Conquer, Hashing","Logic, Calculus, Complexity Analysis","Rust, C#",0,2,4,77
Student292,Roll292,6.149392754996858,"Divide and Conquer, String Algorithms, Stacks and Queues, Graph Algorithms, Array, Hashing, Linked List, Sorting Algorithms, Bit Manipulation, Greedy Algorithms","Calculus, Data Structures, Differential Equations, Complexity Analysis, Linear Algebra, Number Theory","JavaScript, Swift, PHP",0,0,4,53
Student293,Roll293,9.290402242638633,"Searching Algorithms, Stacks and Queues, Dynamic Programming, Array",Complexity Analysis,"Python, Kotlin, Swift, Java",1,4,4,97
Student294,Roll294,7.440762565645052,"Sorting Algorithms, Bit Manipulation, Dynamic Programming, Array, Hashing, Searching Algorithms, Graph Algorithms","Number Theory, Graph Theory, Statistics, Set Theory, Discrete Mathematics, Differential Equations, Complexity Analysis, Calculus","Ruby, Rust, C#, PHP, C++",1,4,1,64
Student295,Roll295,6.508242050607539,"Stacks and Queues, Divide and Conquer","Linear Algebra, Statistics, Differential Equations, Discrete Mathematics, Probability","Rust, C#, Ruby, TypeScript, Java",0,0,2,98
Student296,Roll296,8.088973040219217,"Linked List, Recursion, Hashing, Graph Algorithms, Stacks and Queues, Bit Manipulation, Searching Algorithms","Mathematics, Data Structures, Probability, Linear Algebra, Differential Equations, Graph Theory, Number Theory, Set Theory, Statistics, Discrete Mathematics, Logic, Calculus","Ruby, PHP",0,2,7,45
Student297,Roll297,9.079974212394443,"Dynamic Programming, String Algorithms, Sorting Algorithms, Greedy Algorithms, Bit Manipulation, Linked List, Graph Algorithms, Searching Algorithms, Stacks and Queues","Statistics, Calculus, Complexity Analysis, Linear Algebra, Mathematics, Number Theory, Discrete Mathematics, Numerical Analysis, Graph Theory","JavaScript, TypeScript, C#, Kotlin",1,0,5,62
Student298,Roll298,6.863284109987372,"Dynamic Programming, Sorting Algorithms, Searching Algorithms, String Algorithms, Stacks and Queues, Backtracking, Linked List, Tree Algorithms, Bit Manipulation, Greedy Algorithms, Graph Algorithms, Recursion, Divide and Conquer","Linear Algebra, Calculus",Kotlin,0,2,8,81
Student299,Roll299,8.491561903276,"Greedy Algorithms, Graph Algorithms, Dynamic Programming","Number Theory, Differential Equations, Statistics, Complexity Analysis, Logic, Probability, Numerical Analysis","Rust, Kotlin",1,1,6,100
Student300,Roll300,6.341389859975072,"Recursion, Tree Algorithms, Bit Manipulation, Hashing, Stacks and Queues, Greedy Algorithms, Graph Algorithms, Linked List, Backtracking, String Algorithms, Searching Algorithms","Number Theory, Logic, Discrete Mathematics, Mathematics, Calculus, Statistics, Numerical Analysis, Algorithms, Set Theory, Probability, Data Structures, Graph Theory, Differential Equations, Complexity Analysis, Linear Algebra",Java,1,1,5,56
Student301,Roll301,6.206726884674431,"Recursion, Hashing, Tree Algorithms","Logic, Calculus, Mathematics, Graph Theory, Numerical Analysis","JavaScript, Ruby",1,2,3,83
Student302,Roll302,8.125418526272592,"Searching Algorithms, Backtracking, Array, Divide and Conquer, Bit Manipulation, Hashing, Graph Algorithms, String Algorithms, Sorting Algorithms, Stacks and Queues","Graph Theory, Differential Equations, Data Structures, Discrete Mathematics, Statistics","Go, Java, Swift, Python",1,3,6,100
Student303,Roll303,8.162540486440426,"Array, Backtracking, Dynamic Programming, Tree Algorithms, Divide and Conquer, Hashing, Linked List, Bit Manipulation, Searching Algorithms, Stacks and Queues, Graph Algorithms, Recursion, String Algorithms","Mathematics, Data Structures","Java, Python, Go, PHP, Kotlin",0,1,3,67
Student304,Roll304,8.549719605992827,"Dynamic Programming, Graph Algorithms, Array, Backtracking, Searching Algorithms","Graph Theory, Linear Algebra, Complexity Analysis, Differential Equations, Data Structures, Probability, Number Theory, Numerical Analysis, Calculus, Mathematics, Set Theory, Discrete Mathematics, Algorithms","TypeScript, Rust, Python, JavaScript, C#",1,4,6,52
Student305,Roll305,8.904365334890645,"Bit Manipulation, Array, Linked List, Stacks and Queues, Recursion, String Algorithms","Data Structures, Linear Algebra, Set Theory, Mathematics, Discrete Mathematics, Numerical Analysis, Differential Equations, Complexity Analysis","PHP, Kotlin, JavaScript, Rust",1,0,4,48
Student306,Roll306,9.903408317850138,"Backtracking, String Algorithms, Sorting Algorithms, Recursion","Set Theory, Probability, Linear Algebra, Differential Equations, Number Theory, Statistics, Mathematics, Data Structures, Complexity Analysis, Logic, Calculus, Discrete Mathematics, Graph Theory","Swift, Ruby",1,3,1,100
